ID   Visits   Income   Sex   Age   Size
872   0    9.33   1   3.64   2
873   0   11.19   1   4.03   4
874   0   11.08   1   3.74   2
875   0   10.22   0   3.40   3
876   0   10.92   0   3.74   3
877   0   10.77   1   3.85   1
878   0   10.22   1   3.37   3
879   2   11.74   0   3.78   1
880   2   10.92   1   3.09   9
881   0   11.08   1   4.08   2
882   2   11.74   1   3.47   2
883   0   11.38   1   3.37   3
884   0    9.77   1   3.37   1
885   0   11.74   1   3.89   3
886   1   11.38   1   3.93   3
887   0   10.39   1   3.61   1
888   0   10.02   1   3.26   1
889   2   11.38   0   3.85   1
890   0   11.19   1   3.87   2
891   0   10.77   1   3.40   4
892   0   10.39   1   3.56   4
893   0   10.92   0   3.83   4
894   0   10.22   1   3.93   3
895   0   10.22   1   3.76   4
896   0   10.22   1   4.17   2
897   0   10.39   1   4.04   1
898   0   11.08   0   2.71   5
899   0   10.82   1   3.66   3
900   2   11.38   1   4.04   2
901   3   10.22   0   3.50   1
902   4   11.38   0   3.93   3
903   4   11.19   1   3.93   3
904   0   11.19   0   3.93   3
905   0   10.31   1   2.77   5
906   6   10.31   1   4.11   3
907   4   10.53   1   3.76   1
908   14   10.53   0   3.81   1
909   0   10.31   0   4.29   2
910   1   11.74   1   3.56   3
911   0   10.77   0   4.01   1
912   4   10.92   1   3.93   1
913   16   11.74   1   3.71   4
914   1   10.31   1   3.53   2
915   0   10.77   1   4.11   2
916   1    9.90   1   3.91   3
917   0   10.66   0   3.78   1
918   0    9.90   1   2.94   3
919   0   11.12   1   3.78   3
920   0   11.12   1   3.69   5
921   0   11.74   0   3.66   3
922   0   10.31   1   3.71   3
923   0    9.53   1   4.28   1
924   0   11.38   1   3.69   4
925   0   10.31   1   3.56   6
926   0   10.31   1   2.48   5
927   4   11.12   1   3.87   5
928   0   11.38   0   4.08   3
929   0   11.08   1   3.81   3
930   0    9.90   1   2.94   3
931   0   11.74   0   3.71   2
932   0   11.74   1   3.26   6
933   0   11.12   0   3.83   3
934   0   11.12   1   3.91   3
935   0   10.82   1   3.58   4
936   0   10.82   0   3.53   4
937   0   8.92   0   3.04   2
938   0   11.12   1   3.56   6
939   3   10.82   1   3.61   5
940   0   10.92   1   3.37   2
941   0   10.31   1   3.93   6
942   0   11.12   0   3.66   5
943   1   11.74   1   3.66   5
944   0   11.12   1   4.23   2
945   2   11.38   1   3.71   6
946   1   11.19   1   4.25   2
947   4   11.12   0   3.85   5
948   5   11.38   1   3.99   3
949   0    9.90   1   3.33   2
950   16   11.12   1   3.40   4
951   1   10.31   1   3.81   5
952   0   10.53   1   3.93   3
953   0    9.90   1   3.22   2
954   0   11.08   1   4.01   4
955   0   11.12   0   4.06   3
956   2   11.38   1   3.69   4
957   0   11.38   1   2.56   4
958   0   11.12   0   3.30   3
959   0   10.31   0   3.87   4
960   0   10.31   1   3.53   6
961   0   11.08   1   2.77   4
962   0   11.74   0   3.14   4
963   0    9.90   0   2.89   3
964   0   11.38   0   3.87   3
965   0   10.77   1   3.76   4
966   0   11.38   0   3.50   3
967   0   10.31   1   4.11   3
968   3   10.31   0   3.33   3
969   0   10.31   0   2.77   2
970   0   11.38   0   3.87   2
971   0   11.92   1   3.50   3
972   0    9.90   0   3.43   3
973   0   10.22   0   3.50   3
974   0   11.92   1   3.56   6
975   0   11.92   0   2.56   6
976   2   10.39   1   3.78   5
977   0    9.90   1   3.50   3
978   0    9.90   1   4.23   3
979   0   10.39   0   3.53   1
980   1   11.38   1   3.50   5
981   0   10.66   1   3.85   2
982   0   10.31   1   3.74   2
983   1   10.92   1   4.22   2
984   0   11.74   1   3.76   6
985   0   10.92   1   3.85   3
986   0    9.33   1   3.30   2
987   5   11.74   1   3.53   5
988   0   11.19   0   3.50   2
989   0   10.22   0   3.53   1
990   2   11.38   1   3.56   4
991   0   11.74   1   2.77   4
992   1   11.74   1   4.08   2
993   0   10.82   1   4.04   4
994   0   11.12   0   4.17   2
995   0   10.31   1   3.26   4
996   34   10.77   1   3.95   2
997   0   11.12   0   3.47   3
998   0   10.53   1   3.43   1
999   0   11.38   1   3.50   3
1000   1   11.19   1   3.83   4
1001   0   11.38   1   4.06   3
1002   0   11.74   1   3.97   5
1003   0   11.12   1   3.91   4
1004   0   11.74   1   3.37   3
1005   4   10.92   0   3.74   1
1006   2   11.38   1   3.76   4
1007   0   10.92   1   3.61   6
1008   2   11.74   1   3.95   4
1009   0   11.38   0   3.47   3
1010   0    9.90   0   3.43   4
1011   0   11.38   1   3.76   4
1012   0   10.22   1   3.69   3
1013   0    9.33   1   3.18   2
1014   0   11.19   1   2.48   2
1015   0   10.31   1   4.04   3
1016   0   10.66   0   3.87   6
1017   0   10.22   1   4.03   5
1018   0   10.22   0   4.08   5
1019   0   10.31   1   3.56   5
1020   0    9.90   1   4.01   4
1021   1   11.74   1   3.85   3
1022   1   11.74   0   3.91   3
1023   20   11.08   1   3.61   2
1024   1   8.92   1   4.26   2
1025   0   11.12   1   3.81   3
1026   2   11.74   1   3.76   5
1027   0   11.12   1   4.04   5
1028   0   10.22   1   3.40   2
1029   1   10.92   0   3.30   1
1030   1    9.77   0   3.58   1
1031   1   10.22   1   3.58   2
1032   1   10.22   0   3.50   2
1033   3   11.38   1   4.14   2
1034   4   11.38   0   4.16   2
1035   0   10.92   0   3.61   3
1036   0   11.08   0   3.56   2
1037   0   10.92   0   3.56   4
1038   0   11.38   0   3.53   2
1039   0   10.39   1   3.33   5
1040   0   11.74   0   3.76   5
1041   0   12.21   1   3.74   4
1042   0   10.92   1   3.87   4
1043   0   10.66   0   3.83   4
1044   5   11.08   0   4.26   2
1045   0   10.31   0   3.66   3
1046   0   11.38   1   3.74   5
1047   0   11.12   1   2.71   7
1048   0   10.31   1   3.78   2
1049   0   11.12   0   3.85   4
1050   0   10.02   0   3.81   3
1051   0   11.74   0   4.14   6
1052   0   11.12   0   3.69   4
1053   1   11.19   1   3.99   3
1054   2   11.74   1   3.99   5
1055   1   10.92   1   3.85   1
1056   1   11.38   1   3.61   3
1057   0   12.21   1   3.00   3
1058   0    9.77   1   2.56   3
1059   0   11.74   1   3.58   3
1060   0   10.77   1   3.37   3
1061   0    9.90   1   3.43   6
1062   0    9.90   0   3.64   6
1063   0    9.33   0   3.83   2
1064   0    9.33   0   3.00   2
1065   0   10.92   1   3.95   4
1066   5   11.12   0   3.53   2
1067   0   11.08   0   4.03   2
1068   0   10.82   1   4.13   3
1069   0   11.38   1   3.99   2
1070   0   11.38   1   3.61   6
1071   0   10.92   1   2.83   4
1072   0   12.07   0   3.87   4
1073   1   11.38   1   3.64   4
1074   0   11.12   0   3.53   4
1075   0   10.82   1   3.33   3
1076   0   10.66   1   3.50   2
1077   0   10.31   1   3.40   5
1078   0   11.74   1   3.81   6
1079   0   10.02   1   3.30   2
1080   0   10.02   1   3.87   1
1081   0    9.77   1   3.40   1
1082   0   10.82   0   4.22   3
1083   4   12.07   1   3.74   2
1084   0   10.77   0   4.11   2
1085   0   11.38   1   3.85   4
1086   0   11.74   0   4.09   1
1087   0   12.07   1   2.48   5
1088   0   11.08   1   3.95   2
1089   0   11.74   1   3.93   2
1090   0    9.90   0   4.22   4
1091   0   10.02   1   4.04   1
1092   0   11.38   0   4.01   1
1093   0   10.39   1   3.93   2
1094   0   10.39   1   3.26   2
1095   0   10.77   0   3.58   1
1096   0   10.92   0   3.91   2
1097   1    9.90   1   3.66   6
1098   0   10.53   0   4.32   2
1099   4   11.19   0   3.78   3
1100   0   11.74   0   3.76   4
1101   0   11.38   0   3.76   4
1102   5   10.53   1   3.56   4
1103   0   10.66   0   2.56   2
1104   1   11.38   1   2.71   5
1105   0   11.38   0   3.99   1
1106   0   11.74   1   3.81   4
1107   0   11.38   1   3.89   4
1108   0   11.38   0   3.14   4
1109   0   10.92   1   4.16   1
1110   1   11.38   1   3.89   5
1111   0   11.38   1   3.00   5
1112   0   11.38   0   3.14   5
1113   0   10.92   1   3.61   4
1114   0   11.38   0   4.09   3
1115   2   11.74   1   3.81   2
1116   0    9.08   0   4.34   1
1117   7   12.07   1   3.74   4
1118   1   11.38   1   3.87   2
1119   0   12.21   1   3.95   2
1120   0   12.21   0   3.93   2
1121   0   11.38   0   3.95   2
1122   0   12.21   0   4.13   1
1123   1    9.08   1   4.13   1
1124   0   8.92   1   3.14   1
1125   0   11.19   1   2.94   4
1126   0   11.19   0   3.91   4
1127   0   11.19   0   2.83   4
1128   0   10.22   0   3.30   1
1129   0   10.77   0   3.78   3
1130   0   10.53   1   3.47   5
1131   0   11.12   0   2.71   5
1132   0   10.92   0   4.29   2
1133   0   10.53   1   3.85   2
1134   1   10.39   0   4.06   2
1135   0   11.12   1   2.71   6
1136   0   10.22   1   3.97   5
1137   0   11.74   1   4.06   1
1138   0   10.22   1   2.56   2
1139   0   10.22   1   4.08   2
1140   0   10.39   1   2.56   2
1141   0   10.39   0   4.11   2
1142   0   11.08   0   3.76   3
1143   0   10.66   0   3.95   3
1144   0   11.08   0   3.56   1
1145   0   10.77   0   4.14   1
1146   0   10.92   1   3.89   4
1147   0   10.66   1   3.97   2
1148   0   11.19   1   3.09   3
1149   0   10.92   0   4.04   1
1150   0   10.92   1   3.99   2
1151   0   10.92   0   3.58   1
1152   0   11.38   1   4.06   3
1153   33   10.39   0   3.81   1
1154   0   11.38   1   3.97   2
1155   0   11.38   1   3.53   3
1156   0   11.38   1   2.56   3
1157   8   10.92   1   4.36   2
1158   2   10.53   1   4.13   2
1159   0   10.53   0   3.43   2
1160   0   11.38   0   3.85   3
1161   1   12.07   1   3.61   4
1162   1   10.77   1   3.64   2
1163   0   10.77   0   3.85   2
1164   0   10.02   0   4.04   3
1165   0   10.39   1   4.08   1
1166   0   11.38   0   4.17   3
1167   0   11.38   1   3.78   4
1168   3   10.22   1   3.76   4
1169   0   12.07   1   3.33   3
1170   27   11.74   0   3.91   4
1171   4   10.66   1   3.71   3
1172   2   10.66   0   2.30   3
1173   2   10.77   0   4.23   2
1174   0   10.77   0   4.20   2
1175   0   11.74   1   2.48   4
1176   1   10.77   0   4.04   3
1177   0   10.77   0   4.25   2
1178   0   10.92   1   2.77   4
1179   0   11.08   0   3.83   6
1180   0   11.38   1   4.16   2
1181   0   11.19   0   2.83   4
1182   0   12.07   1   3.97   2
1183   0   11.08   1   4.22   2
1184   0   10.77   0   3.61   2
1185   0   11.19   1   3.91   3
1186   0   11.08   1   4.23   2
1187   0   11.08   0   3.85   5
1188   1   10.92   1   4.01   2
1189   0   10.66   1   3.56   4
1190   6   10.92   0   4.17   2
1191   0    9.53   1   3.69   1
1192   1   11.38   1   3.83   3
1193   0   11.38   0   3.81   3
1194   0   10.39   1   3.37   1
1195   0   10.53   1   3.74   5
1196   0   10.77   1   2.56   4
1197   0   10.39   1   3.64   2
1198   0   11.74   1   3.64   4
1199   1   11.08   1   3.81   5
1200   0   11.74   1   3.74   4
1201   0   11.19   1   3.87   4
1202   0   11.19   1   3.09   4
1203   0   11.19   0   4.01   2
1204   2   12.21   1   3.74   4
1205   0   10.92   0   3.71   2
1206   0   10.66   1   3.50   2
1207   0   11.12   1   3.64   6
1208   0   11.38   1   4.01   2
1209   0   10.22   0   3.53   1
1210   1   11.74   0   4.17   1
1211   1   11.74   0   4.11   2
1212   0   11.38   1   3.50   3
1213   1   11.38   0   3.56   3
1214   0   11.08   0   3.85   1
1215   0   10.77   0   3.61   1
1216   0   11.38   1   3.93   3
1217   0   11.38   1   3.30   3
1218   0   11.38   0   4.01   3
1219   0   10.77   1   4.23   2
1220   0   11.38   1   3.91   5
1221   0   11.38   0   3.85   5
1222   2   11.38   0   3.74   2
1223   0   12.07   0   4.01   3
1224   0   11.38   0   4.11   2
1225   0   10.66   1   3.69   5
1226   0   11.08   1   3.58   5
1227   0   11.12   0   3.66   6
1228   0   10.82   1   3.64   4
1229   1   10.82   0   3.76   4
1230   16   10.39   1   3.91   4
1231   3   10.39   0   3.58   4
1232   0   10.66   1   3.61   4
1233   0   10.66   1   2.64   4
1234   0   10.66   0   3.69   4
1235   9   10.77   0   4.11   4
1236   0   10.66   1   3.87   3
1237   0   11.38   1   3.61   4
1238   0    9.90   0   3.81   4
1239   0   11.12   0   4.03   3
1240   2   10.77   1   4.32   2
1241   2   10.66   1   3.83   2
1242   0   10.39   0   4.01   2
1243   0   10.82   1   2.77   6
1244   0   12.07   1   3.37   4
1245   0   10.31   1   3.26   2
1246   2   11.74   0   4.08   3
1247   4   12.07   1   3.71   2
1248   0   11.12   1   3.78   3
1249   0   11.92   1   3.43   4
1250   0    9.53   1   3.30   1
1251   0   11.19   0   3.09   3
1252   0   10.53   0   3.40   2
1253   3   10.77   1   3.50   4
1254   0   11.38   1   3.64   2
1255   0   10.82   1   3.56   6
1256   0   11.08   1   3.93   2
1257   0   10.82   0   4.03   5
1258   0   10.31   1   3.18   2
1259   0   10.31   1   2.56   9
1260   1    9.53   1   3.61   2
1261   0   11.38   0   3.22   5
1262   0   11.12   1   3.91   4
1263   0   10.31   1   3.47   2
1264   2   11.74   0   4.36   2
1265   0   10.53   1   2.71   6
1266   1   10.53   1   4.33   1
1267   0   10.53   0   4.29   1
1268   0   11.08   1   3.74   3
1269   3   11.38   1   3.81   2
1270   0    9.90   0   3.22   3
1271   0   11.12   1   4.08   4
1272   3   12.07   1   3.78   3
1273   0   10.39   0   2.83   4
1274   0   10.39   0   2.71   4
1275   0   11.74   1   3.85   5
1276   0   11.74   1   2.64   5
1277   0   10.77   1   4.06   3
1278   1   10.92   1   3.33   2
1279   0   10.92   0   4.11   2
1280   6   12.07   1   3.71   2
1281   0   11.38   1   4.01   3
1282   0   11.38   0   3.40   3
1283   42   10.39   0   4.23   2
1284   0   11.38   0   3.43   4
1285   0    9.90   1   3.53   4
1286   0   11.74   1   3.78   5
1287   0   10.02   1   2.71   5
1288   0   10.82   0   3.50   3
1289   0   11.38   0   3.09   5
1290   0   11.74   0   3.47   7
1291   1   10.31   1   3.30   5
1292   0   10.22   0   4.23   1
1293   0   10.31   0   3.71   2
1294   0   10.82   1   3.87   4
1295   2   11.92   1   3.40   5
1296   0    9.77   1   3.99   3
1297   0   10.77   0   4.29   2
1298   0   12.07   0   3.74   3
1299   0   11.38   1   3.95   4
1300   0   8.92   1   3.14   5
1301   0   10.92   1   3.43   4
1302   0    9.33   1   3.37   6
1303   0   11.38   0   4.16   3
1304   0   8.92   1   3.26   2
1305   0    9.33   1   2.89   4
1306   0   11.12   1   3.66   7
1307   0   11.12   1   2.56   7
1308   0   11.08   0   3.81   5
1309   0   10.39   1   3.81   4
1310   0   10.39   1   2.77   4
1311   0   11.12   1   3.40   5
1312   7   11.19   1   4.01   2
1313   0    9.77   0   3.69   1
1314   0   11.08   0   3.81   4
1315   1   11.38   0   3.71   3
1316   0   10.22   1   4.30   1
1317   0   11.08   0   3.95   2
1318   0   10.39   1   3.69   1
1319   0   11.12   1   3.71   5
1320   2   10.82   1   3.53   6
1321   0   11.74   0   4.04   2
1322   0   11.12   0   3.64   5
1323   0    9.90   0   2.89   4
1324   0   11.38   1   3.26   4
1325   0   11.38   0   3.33   4
1326   0   10.31   1   4.09   2
1327   0   10.31   1   3.37   4
1328   0   10.82   1   3.43   4
1329   2   11.19   1   4.09   2
1330   0   10.31   1   2.64   4
1331   1   11.92   1   3.61   4
1332   0   11.92   0   2.40   4
1333   5   10.31   1   3.37   2
1334   0   11.38   1   3.95   2
1335   0   11.12   1   3.87   4
1336   0   11.74   1   3.95   3
1337   1   10.22   1   3.87   3
1338   5   11.38   1   3.76   3
1339   1   11.74   1   3.95   2
1340   0   10.53   0   3.50   1
1341   0   11.38   1   2.77   4
1342   0   11.38   0   3.91   4
1343   2   11.12   1   3.89   2
1344   0   10.22   1   3.76   1
1345   0   10.31   1   3.40   2
1346   0   10.31   0   3.71   6
1347   8   11.08   1   3.89   3
1348   0    9.90   1   3.40   5
1349   0   10.66   0   3.47   2
1350   7   11.08   1   3.69   4
1351   0   8.92   1   3.40   2
1352   0   11.38   0   3.83   5
1353   0   10.31   1   3.61   6
1354   0   10.31   1   2.77   7
1355   0   10.31   1   3.64   3
1356   0   10.31   1   2.71   3
1357   0   11.74   1   3.00   5
1358   0   10.92   1   3.66   3
1359   0   11.12   1   3.85   5
1360   0   11.08   1   3.91   4
1361   0   10.92   1   3.64   3
1362   0   12.07   1   3.89   4
1363   36    9.53   1   3.69   3
1364   11   11.74   1   3.43   5
1365   0   10.31   1   2.71   5
1366   1   11.74   0   2.94   4
1367   0   11.19   1   3.69   4
1368   1   11.19   1   2.71   4
1369   0   11.38   1   4.01   2
1370   0   10.77   0   3.74   3
1371   0   11.74   0   4.03   4
1372   0   11.38   1   3.91   5
1373   1   11.19   0   4.08   2
1374   1   10.39   1   3.64   1
1375   2   10.92   1   3.89   2
1376   0   10.92   0   3.89   2
1377   0   10.66   0   3.83   4
1378   0   11.38   0   2.83   4
1379   0    9.33   1   3.89   4
1380   0   12.07   1   3.76   4
1381   0   11.74   1   3.58   2
1382   5   11.74   1   3.74   2
1383   0   10.66   1   3.78   3
1384   0   11.19   1   3.83   1
1385   1   11.38   0   3.33   1
1386   0   10.39   1   3.50   4
1387   0   10.39   0   3.56   4
1388   1   11.38   1   4.04   2
1389   9   11.19   0   3.74   3
1390   0   10.77   0   3.83   4
1391   0   10.92   1   3.37   4
1392   0   11.19   1   3.64   6
1393   0   10.92   0   4.03   2
1394   0   11.19   1   3.95   2
1395   8   10.92   0   2.89   4
1396   0   11.74   1   2.71   3
1397   1   11.74   0   4.04   4
1398   0   10.53   1   2.83   4
1399   2   12.07   0   3.78   4
1400   0   11.19   0   3.97   4
1401   22   11.38   0   3.56   2
1402   0   11.38   1   3.37   2
1403   0   10.02   1   3.33   2
1404   0   11.08   0   2.71   2
1405   0   10.02   1   4.17   2
1406   0   12.21   1   4.14   7
1407   0   10.39   1   3.69   1
1408   0   11.08   1   3.87   2
1409   0   11.08   1   3.64   3
1410   0   11.38   0   4.06   6
1411   0   11.08   0   3.93   3
1412   0   11.74   1   3.81   3
1413   0   10.53   1   3.50   3
1414   2   11.38   1   3.47   4
1415   1   11.38   0   3.47   4
1416   1   11.38   1   3.66   2
1417   0   10.92   1   3.89   2
1418   0   10.92   1   3.83   4
1419   0    9.77   1   3.18   4
1420   0   10.92   0   3.37   4
1421   1   11.08   1   4.03   2
1422   5   11.19   1   4.01   3
1423   0   11.38   1   3.91   4
1424   0   11.38   1   2.94   4
1425   0   11.38   1   2.94   4
1426   0   11.38   0   4.03   4
1427   0   11.74   1   3.95   2
1428   0   11.74   1   3.56   4
1429   0   10.53   1   3.66   3
1430   0   11.74   0   4.04   3
1431   0   11.08   1   3.81   5
1432   0   11.38   1   3.87   2
1433   3   10.92   1   3.76   2
1434   1   10.92   1   4.09   1
1435   0   11.08   1   2.89   5
1436   0   10.39   0   4.08   2
1437   0   10.22   1   3.76   2
1438   0   10.92   0   2.64   6
1439   0   10.92   1   3.76   3
1440   3   10.53   1   3.64   5
1441   3   11.08   1   4.26   2
1442   2   10.92   0   3.61   4
1443   0   10.39   1   3.66   2
1444   3   11.19   0   3.95   2
1445   0   11.92   1   3.87   7
1446   0   11.92   1   2.40   7
1447   0   11.12   1   3.64   6
1448   2   10.92   1   3.99   2
1449   0   10.22   1   3.81   1
1450   0   11.19   0   3.50   3
1451   0   10.82   1   3.43   4
1452   0   11.74   0   4.06   3
1453   1   11.38   0   4.16   3
1454   0   10.31   1   3.22   4
1455   0   11.08   1   3.97   2
1456   0   11.12   0   3.91   3
1457   7   11.74   1   3.78   3
1458   0   10.82   1   3.76   3
1459   0   10.02   1   4.17   2
1460   0   10.02   0   3.71   2
1461   0   11.38   1   2.94   3
1462   0   10.31   0   3.89   5
1463   0   11.38   1   2.64   4
1464   0   10.53   1   4.11   1
1465   1   10.31   0   3.99   2
1466   0   11.38   1   3.40   4
1467   3   10.82   1   3.43   2
1468   0   10.77   1   3.87   1
1469   1   10.92   1   3.76   4
1470   0   10.92   0   3.87   4
1471   0   11.38   1   3.91   3
1472   0   11.38   1   3.78   5
1473   0   11.08   1   4.06   2
1474   0   11.74   0   3.83   4
1475   0   10.31   0   3.33   3
1476   0   11.08   0   3.37   2
1477   0   12.21   1   3.95   4
1478   0   11.19   1   3.81   2
1479   3    9.90   0   3.95   3
1480   3   10.82   1   3.40   4
1481   0   10.82   1   3.56   3
1482   0   10.53   1   2.71   3
1483   1   10.53   0   3.83   3
1484   4   10.53   1   3.97   3
1485   3   10.66   1   3.74   7
1486   0   11.08   0   3.83   4
1487   0   11.08   0   2.89   4
1488   0   10.31   1   2.77   3
1489   2   11.38   0   2.30   3
1490   1   10.66   1   3.33   2
1491   0   11.38   1   3.89   3
1492   1   11.12   1   3.53   3
1493   0   11.38   0   2.89   3
1494   0   10.82   1   3.83   3
1495   0   11.38   1   3.61   5
1496   1   10.31   1   3.64   5
1497   1   11.38   1   3.95   5
1498   0   11.38   1   3.89   2
1499   0   10.66   0   4.01   2
1500   0   10.31   0   4.09   3
1501   0   11.74   0   4.03   2
1502   0   11.74   1   3.69   4
1503   0   8.92   0   3.26   2
1504   0    9.90   1   3.85   3
1505   3   10.82   0   3.83   2
1506   0   10.66   1   3.83   2
1507   0   11.74   1   3.53   2
1508   0   11.12   1   3.95   5
1509   2   11.74   0   3.78   5
1510   0   11.12   1   2.56   5
1511   0   11.12   0   3.85   5
1512   0   10.92   0   4.22   2
1513   1   11.12   1   3.85   4
1514   0   11.12   0   3.93   4
1515   0    9.53   1   3.78   2
1516   0   11.12   1   3.74   4
1517   0   11.12   0   2.71   5
1518   0   10.31   1   3.53   5
1519   0    9.90   1   3.50   4
1520   0   10.82   1   2.94   7
1521   26   10.82   0   4.03   3
1522   0   10.92   1   4.14   1
1523   0   10.82   1   3.61   3
1524   1   11.74   1   3.69   7
1525   0   11.92   1   4.13   3
1526   0   11.38   0   3.00   4
1527   0   10.31   0   3.18   4
1528   0   10.66   1   3.74   2
1529   0   11.38   1   3.74   3
1530   0   11.92   1   3.40   3
1531   0   10.82   0   3.33   4
1532   3   11.74   1   3.85   4
1533   0   11.08   1   4.13   2
1534   0   11.38   0   3.89   4
1535   0   10.82   0   3.78   3
1536   0   11.74   1   2.77   6
1537   0   10.77   1   3.78   4
1538   1   10.02   1   3.74   1
1539   0   11.08   1   4.03   2
1540   0   11.38   1   3.71   4
1541   0   11.38   1   3.56   5
1542   0   10.77   1   2.48   4
1543   0   11.74   0   3.78   6
1544   0   11.38   1   3.89   6
1545   0   10.82   0   3.81   3
1546   0   10.82   0   3.37   5
1547   0   10.82   0   3.30   6
1548   0   10.82   1   3.43   5
1549   0   11.12   1   3.93   4
1550   0   11.38   1   3.66   3
1551   0   10.82   1   2.83   5
1552   0    9.90   1   4.38   3
1553   0   11.12   1   3.58   4
1554   0   11.92   1   3.58   9
1555   0   11.38   1   3.71   4
1556   1   10.92   1   4.08   2
1557   0   10.66   1   3.40   2
1558   0   11.74   0   4.08   6
1559   0    9.90   1   4.13   3
1560   0   10.31   0   4.36   4
1561   0   10.31   0   3.58   6
1562   0   10.31   0   4.19   2
1563   4   10.82   1   3.58   4
1564   0   10.82   1   3.43   4
1565   1   11.74   1   3.47   2
1566   2   11.74   0   4.06   3
1567   0    9.90   0   3.87   4
1568   14   10.22   1   4.19   3
1569   50   10.22   1   3.58   3
1570   0   10.82   1   3.85   4
1571   0   11.38   1   3.37   3
1572   0   11.92   1   3.18   3
1573   1   10.77   1   3.85   3
1574   1   10.77   1   3.76   3
1575   0   10.39   0   3.64   4
1576   0   11.12   1   3.89   6
1577   0   10.22   0   3.64   4
1578   0   10.82   1   3.81   3
1579   1   10.82   0   3.00   4
1580   0   10.82   1   3.26   3
1581   1   11.38   1   3.91   3
1582   1   10.31   0   3.64   7
1583   0   11.19   0   4.19   2
1584   0   11.38   1   4.04   2
1585   0   10.92   0   3.53   5
1586   0   10.82   1   3.33   4
1587   0    9.33   1   3.33   2
1588   1   10.82   1   3.56   6
1589   0   11.38   1   3.99   4
1590   2   11.74   1   3.61   4
1591   0   10.22   1   3.58   3
1592   0   10.31   1   4.11   3
1593   0   11.74   1   2.83   6
1594   0   11.38   0   4.09   2
1595   0   11.12   0   3.40   4
1596   0   10.53   0   3.53   1
1597   0   11.12   0   3.66   2
1598   1   10.92   1   3.78   2
1599   0   10.39   0   3.30   2
1600   0   10.66   1   3.50   3
1601   0   10.92   1   3.22   3
1602   0   10.66   1   3.58   2
1603   0    9.33   1   3.22   6
1604   0   10.66   1   3.22   2
1605   0   10.66   1   3.40   4
1606   0   11.19   1   3.83   4
1607   0    9.33   1   3.64   8
1608   0   10.92   0   3.56   4
1609   0   10.31   1   4.01   4
1610   0   10.31   1   3.97   5
1611   1   10.39   0   3.47   1
1612   1   11.38   1   3.64   5
1613   0   10.92   1   3.93   2
1614   0   10.92   0   3.95   2
1615   0    9.90   1   4.11   2
1616   3   10.82   1   4.20   3
1617   0   11.38   0   3.87   5
1618   0   10.39   0   3.33   1
1619   3   11.92   1   3.58   4
1620   0   11.12   1   3.50   7
1621   0   11.12   1   3.33   3
1622   0   11.92   1   4.06   3
1623   1   10.82   1   3.89   3
1624   0   10.39   0   3.56   4
1625   0   10.82   1   3.81   3
1626   0   11.12   1   3.43   4
1627   0   10.82   1   2.71   4
1628   0    9.90   1   3.81   5
1629   0   11.12   1   3.53   3
1630   0   10.39   1   3.47   4
1631   0   10.77   0   3.40   2
1632   1   11.74   0   3.97   3
1633   7   11.74   0   4.11   2
1634   0   10.02   0   3.53   1
1635   0   10.82   1   2.89   3
1636   0   11.19   1   3.78   2
1637   0   10.66   1   4.03   2
1638   0   10.82   0   3.91   2
1639   0   11.38   1   3.97   2
1640   0   11.74   1   3.71   4
1641   0   10.92   0   4.13   2
1642   0   11.74   0   3.37   3
1643   0   11.74   1   3.37   5
1644   1   10.66   1   4.16   1
1645   0   12.21   1   3.71   4
1646   0   10.66   1   4.32   2
1647   0   11.38   1   3.74   4
1648   0   11.38   0   3.71   4
1649   0   11.74   1   4.13   2
1650   0   10.77   0   3.99   1
1651   0   11.19   0   2.77   4
1652   0   11.74   1   4.04   2
1653   1   10.92   1   4.06   2
1654   1   11.38   0   4.16   2
1655   0   11.74   0   4.30   2
1656   1   11.38   0   4.06   2
1657   0   10.66   1   2.83   3
1658   0    9.77   1   3.61   3
1659   1   10.82   0   3.64   8
1660   1   11.38   1   4.01   2
1661   6   11.08   1   3.85   4
1662   1   11.08   0   3.91   4
1663   0   11.74   1   2.40   2
1664   0   11.38   1   2.83   5
1665   0   11.38   1   2.64   5
1666   0   11.38   0   3.87   5
1667   0   11.38   0   4.11   2
1668   0   11.92   0   3.66   5
1669   0   10.53   0   3.87   3
1670   0   10.92   1   3.91   4
1671   0    9.77   0   4.14   1
1672   0   10.02   1   3.30   1
1673   0   11.08   0   3.64   5
1674   1   11.08   0   2.64   5
1675   0    9.77   1   3.95   2
1676   0   10.77   0   3.53   2
1677   0   10.92   1   2.77   4
1678   0   10.77   1   3.74   4
1679   0   11.38   0   3.87   5
1680   0   10.92   0   2.64   3
1681   0   10.22   1   4.22   2
1682   1   11.74   1   3.91   2
1683   2   11.38   1   4.03   2
1684   0   11.38   0   3.83   4
1685   0   10.31   1   2.83   5
1686   0   10.31   1   3.85   2
1687   1   10.77   0   3.99   1
1688   0   11.38   1   3.26   6
1689   1   11.38   0   3.00   6
1690   0   11.08   0   3.50   4
1691   0   12.21   1   4.01   2
1692   0   10.82   0   3.37   3
1693   0   11.38   0   4.01   4
1694   1   11.12   0   3.66   5
1695   0   11.38   0   2.48   5
1696   0   10.31   0   4.20   3
1697   0   11.08   1   3.47   4
1698   0   11.08   0   3.53   4
1699   0    9.90   1   3.87   5
1700   0    9.90   0   3.89   5
